bigram,frequency,bigrams
"('a', 'junior')",4,a junior
"('bar', 'was')",4,bar was
"('ve', 'stayed')",4,ve stayed
"('if', 'we')",4,if we
"('not', 'in')",4,not in
"('only', 'complaint')",4,only complaint
"('were', 'great')",4,were great
"('their', 'website')",4,their website
"('and', 'beautiful')",4,and beautiful
"('we', 'll')",4,we ll
"('next', 'day')",4,next day
"('could', 'see')",4,could see
"('see', 'the')",4,see the
"('a', 'small')",4,a small
"('the', 'michelin')",4,the michelin
"('distance', 'of')",4,distance of
"('a', 'large')",4,a large
"('stay', 'for')",4,stay for
"('a', 'table')",4,a table
"('within', 'walking')",4,within walking
"('conveniently', 'located')",4,conveniently located
"('here', 'for')",4,here for
"('service', 'from')",4,service from
"('we', 'can')",4,we can
"('and', 'felt')",4,and felt
"('most', 'of')",4,most of
"('hotel', 'beautiful')",4,hotel beautiful
"('out', 'over')",4,out over
"('staff', 'very')",4,staff very
"('husband', 'and')",4,husband and
"('to', 'catch')",4,to catch
"('professional', 'and')",4,professional and
"('to', 'my')",4,to my
"('for', '2')",4,for 2
"('a', 'ferry')",4,a ferry
"('asked', 'for')",4,asked for
"('at', 'night')",4,at night
"('were', 'also')",4,were also
"('even', 'though')",4,even though
"('also', 'very')",4,also very
"('we', 'left')",4,we left
"('was', 'in')",4,was in
"('great', 'experience')",4,great experience
"('for', '4')",4,for 4
"('it', 'all')",4,it all
"('the', 'train')",4,the train
"('stay', 'but')",4,stay but
"('the', 'old')",4,the old
"('was', 'on')",4,was on
"('though', 'the')",3,though the
"('were', 'well')",3,were well
"('waiting', 'for')",3,waiting for
"('are', 'friendly')",3,are friendly
"('views', 'from')",3,views from
"('also', 'a')",3,also a
"('were', 'greeted')",3,were greeted
"('spend', 'some')",3,spend some
"('and', 'welcoming')",3,and welcoming
"('was', 'told')",3,was told
"('shower', 'was')",3,shower was
"('walk', 'from')",3,walk from
"('bar', 'were')",3,bar were
"('special', 'and')",3,special and
"('a', 'brand')",3,a brand
"('to', 'know')",3,to know
"('made', 'our')",3,made our
"('in', 'many')",3,in many
"('design', 'of')",3,design of
"('advantage', 'of')",3,advantage of
"('our', 'view')",3,our view
"('the', 'perfect')",3,the perfect
"('made', 'it')",3,made it
"('based', 'on')",3,based on
"('here', 'and')",3,here and
"('anything', 'to')",3,anything to
"('the', 'marina')",3,the marina
"('so', 'i')",3,so i
"('reception', 'and')",3,reception and
"('overpriced', 'and')",3,overpriced and
"('fabulous', 'bar')",3,fabulous bar
"('make', 'our')",3,make our
"('a', 'splendid')",3,a splendid
"('have', 'visited')",3,have visited
"('isn', 't')",3,isn t
"('in', 'july')",3,in july
"('outside', 'the')",3,outside the
"('hotel', 'a')",3,hotel a
"('well', 'designed')",3,well designed
"('only', 'a')",3,only a
"('relaxing', 'and')",3,relaxing and
"('between', 'the')",3,between the
"('stylish', 'but')",3,stylish but
"('time', 'i')",3,time i
"('a', 'modern')",3,a modern
"('taxi', 'ride')",3,taxi ride
"('and', 'that')",3,and that
"('was', 'immaculate')",3,was immaculate
"('truly', 'outstanding')",3,truly outstanding
"('had', 'all')",3,had all
"('in', 'general')",3,in general
"('surprised', 'how')",3,surprised how
"('very', 'professional')",3,very professional
"('port', 'of')",3,port of
"('this', 'time')",3,this time
"('of', 'room')",3,of room
"('member', 'of')",3,member of
"('in', 'that')",3,in that
"('fact', 'that')",3,fact that
"('and', 'vesuvius')",3,and vesuvius
"('they', 'gave')",3,they gave
"('arrival', 'the')",3,arrival the
"('a', 'must')",3,a must
"('in', 'english')",3,in english
"('get', 'into')",3,get into
"('despite', 'the')",3,despite the
"('other', 'guests')",3,other guests
"('nights', 'in')",3,nights in
"('we', 'only')",3,we only
"('bay', 'the')",3,bay the
"('wonderful', 'view')",3,wonderful view
"('room', 'rate')",3,room rate
"('us', 'feel')",3,us feel
"('is', 'only')",3,is only
"('and', 'really')",3,and really
"('all', 'that')",3,all that
"('area', 'to')",3,area to
"('very', 'special')",3,very special
"('lights', 'in')",3,lights in
"('in', 'such')",3,in such
"('but', 'they')",3,but they
"('quite', 'a')",3,quite a
"('last', 'minute')",3,last minute
"('the', 'space')",3,the space
"('many', 'times')",3,many times
"('coast', 'it')",3,coast it
"('everything', 'about')",3,everything about
"('the', 'taxi')",3,the taxi
"('hotel', 'that')",3,hotel that
"('they', 'should')",3,they should
"('was', 'super')",3,was super
"('and', 'offers')",3,and offers
"('right', 'across')",3,right across
"('pool', 'with')",3,pool with
"('excellent', 'hotel')",3,excellent hotel
"('both', 'of')",3,both of
"('is', 'it')",3,is it
"('you', 'to')",3,you to
"('for', 'help')",3,for help
"('room', 'i')",3,room i
"('of', 'time')",3,of time
"('and', '5')",3,and 5
"('the', 'floor')",3,the floor
"('only', 'stay')",3,only stay
"('other', 'cities')",3,other cities
"('even', 'had')",3,even had
"('the', 'car')",3,the car
"('decor', 'and')",3,decor and
"('location', 'for')",3,location for
"('say', 'enough')",3,say enough
"('restaurant', 'service')",3,restaurant service
"('if', 'it')",3,if it
"('was', 'beautiful')",3,was beautiful
"('had', 'been')",3,had been
"('hotel', 'its')",3,hotel its
"('and', 'gave')",3,and gave
"('helped', 'us')",3,helped us
"('and', 'at')",3,and at
"('wellness', 'suite')",3,wellness suite
"('choice', 'the')",3,choice the
"('with', 'amazing')",3,with amazing
"('first', 'time')",3,first time
"('parts', 'of')",3,parts of
"('to', 'sorrento')",3,to sorrento
"('star', 'experience')",3,star experience
"('day', 'trips')",3,day trips
"('the', 'immediate')",3,the immediate
"('modern', 'but')",3,modern but
"('in', 'other')",3,in other
"('a', 'luxury')",3,a luxury
"('we', 'called')",3,we called
"('a', 'gorgeous')",3,a gorgeous
"('find', 'a')",3,find a
"('and', 'restaurant')",3,and restaurant
"('romeo', 'and')",3,romeo and
"('although', 'the')",3,although the
"('loved', 'our')",3,loved our
"('the', 'naples')",3,the naples
"('served', 'in')",3,served in
"('staff', 'in')",3,staff in
"('naples', 'very')",3,naples very
"('customer', 'service')",3,customer service
"('clean', 'i')",3,clean i
"('the', 'beginning')",3,the beginning
"('new', 'castle')",3,new castle
"('everyone', 'we')",3,everyone we
"('on', 'their')",3,on their
"('and', 'for')",3,and for
"('was', 'completely')",3,was completely
"('design', 'hotel')",3,design hotel
"('with', 'one')",3,with one
"('issue', 'with')",3,issue with
"('a', 'cab')",3,a cab
"('my', 'family')",3,my family
"('and', 'just')",3,and just
"('stayed', 'with')",3,stayed with
"('is', 'beautiful')",3,is beautiful
"('told', 'us')",3,told us
"('pool', 'the')",3,pool the
"('needed', 'to')",3,needed to
"('the', 'windows')",3,the windows
"('an', 'industrial')",3,an industrial
"('work', 'the')",3,work the
"('is', 'wonderful')",3,is wonderful
"('won', 't')",3,won t
"('wish', 'i')",3,wish i
"('lack', 'of')",3,lack of
"('our', 'experience')",3,our experience
"('managed', 'to')",3,managed to
"('in', 'every')",3,in every
"('while', 'the')",3,while the
"('i', 'wouldn')",3,i wouldn
"('not', 'eat')",3,not eat
"('to', 'ask')",3,to ask
"('reception', 'to')",3,reception to
"('bed', 'the')",3,bed the
"('was', 'stunning')",3,was stunning
"('lobby', 'area')",3,lobby area
"('doesn', 't')",3,doesn t
"('opportunity', 'to')",3,opportunity to
"('turned', 'out')",3,turned out
"('off', 'the')",3,off the
"('of', 'my')",3,of my
"('booked', 'this')",3,booked this
"('while', 'you')",3,while you
"('use', 'of')",3,use of
"('would', 'like')",3,would like
"('open', 'and')",3,open and
"('much', 'trouble')",3,much trouble
"('are', 'well')",3,are well
"('i', 'look')",3,i look
"('and', 'luxurious')",3,and luxurious
"('bustling', 'city')",3,bustling city
"('they', 'had')",3,they had
"('the', 'need')",3,the need
"('the', 'interior')",3,the interior
"('enjoy', 'our')",3,enjoy our
"('did', 'enjoy')",3,did enjoy
"('hard', 'to')",3,hard to
"('booked', 'the')",3,booked the
"('design', 'is')",3,design is
"('floor', 'which')",3,floor which
"('overall', 'the')",3,overall the
"('room', 'for')",3,room for
"('was', 'absolutely')",3,was absolutely
"('but', 'that')",3,but that
"('next', 'to')",3,next to
"('is', 'gorgeous')",3,is gorgeous
"('disappointed', 'with')",3,disappointed with
"('go', 'to')",3,go to
"('during', 'the')",3,during the
"('bay', 'and')",3,bay and
"('naples', 'that')",3,naples that
"('have', 'had')",3,have had
"('we', 'checked')",3,we checked
"('romeo', 'in')",3,romeo in
"('from', 'downtown')",3,from downtown
"('with', 'views')",3,with views
"('the', 'amazing')",3,the amazing
"('the', 'beluga')",3,the beluga
"('of', 'their')",3,of their
"('their', 'way')",3,their way
"('is', 'served')",3,is served
"('booked', 'a')",3,booked a
"('t', 'get')",3,t get
"('who', 'were')",3,who were
"('willing', 'to')",3,willing to
"('because', 'of')",3,because of
"('i', 'didn')",3,i didn
"('stay', 'again')",3,stay again
"('again', 'in')",3,again in
"('i', 'tried')",3,i tried
"('we', 'chose')",3,we chose
"('outdoor', 'pool')",3,outdoor pool
"('good', 'option')",3,good option
"('to', 'and')",3,to and
"('not', 'really')",3,not really
"('shout', 'out')",3,shout out
"('steam', 'room')",3,steam room
"('arrived', 'we')",3,arrived we
"('pleased', 'with')",3,pleased with
"('size', 'bed')",3,size bed
"('facilities', 'and')",3,facilities and
"('had', 'dinner')",3,had dinner
"('of', 'space')",3,of space
"('very', 'close')",3,very close
"('and', 'one')",3,and one
"('book', 'a')",3,book a
"('rooms', 'facing')",3,rooms facing
"('in', 'town')",3,in town
"('our', 'own')",3,our own
"('paid', 'for')",3,paid for
"('i', 'wish')",3,i wish
"('had', 'no')",3,had no
"('before', 'heading')",3,before heading
"('two', 'hours')",3,two hours
"('they', 'made')",3,they made
"('even', 'after')",3,even after
"('on', 'to')",3,on to
"('and', 'nice')",3,and nice
"('the', 'two')",3,the two
"('our', 'luggage')",3,our luggage
"('all', 'you')",3,all you
"('i', 'just')",3,i just
"('naples', 'staff')",3,naples staff
"('day', 'in')",3,day in
"('city', 'but')",3,city but
"('night', 'at')",3,night at
"('had', 'more')",3,had more
"('large', 'and')",3,large and
"('rest', 'of')",3,rest of
"('like', 'the')",3,like the
"('not', 'have')",3,not have
"('to', 'even')",3,to even
"('the', 'wait')",3,the wait
"('had', 'during')",3,had during
"('and', 'no')",3,and no
"('a', 'main')",3,a main
"('in', 'some')",3,in some
"('of', 'four')",3,of four
"('properly', 'and')",3,properly and
"('to', 'us')",3,to us
"('the', 'rest')",3,the rest
"('can', 'get')",3,can get
"('quite', 'small')",3,quite small
"('had', 'two')",3,had two
"('very', 'bad')",3,very bad
"('the', 'photos')",3,the photos
"('about', 'staying')",3,about staying
"('and', 'this')",3,and this
"('to', 'pay')",3,to pay
"('decor', 'in')",3,decor in
"('included', 'with')",3,included with
"('table', 'in')",3,table in
"('of', 'which')",3,of which
"('day', 'and')",3,day and
"('a', 'guest')",3,a guest
"('will', 'return')",3,will return
"('it', 'also')",3,it also
"('breakfast', 'top')",3,breakfast top
"('was', 'friendly')",3,was friendly
"('they', 'didn')",3,they didn
"('clean', 'with')",3,clean with
"('first', 'class')",3,first class
"('we', 'walked')",3,we walked
"('visit', 'again')",3,visit again
"('throughout', 'the')",3,throughout the
"('hotel', 'from')",3,hotel from
"('breakfast', 'on')",3,breakfast on
"('boutique', 'hotel')",3,boutique hotel
"('return', 'to')",3,return to
"('excellent', 'staff')",3,excellent staff
"('naples', 'this')",3,naples this
"('t', 'open')",3,t open
"('change', 'of')",3,change of
"('with', 'very')",3,with very
"('be', 'more')",3,be more
"('definitely', 'recommend')",3,definitely recommend
"('at', 'home')",3,at home
"('everyone', 'was')",3,everyone was
"('something', 'for')",3,something for
"('was', 'like')",3,was like
"('is', 'right')",3,is right
"('that', 'every')",3,that every
"('a', 'treat')",3,a treat
"('and', 'enjoyed')",3,and enjoyed
"('a', 'base')",3,a base
"('the', 'views')",3,the views
"('beautiful', 'property')",3,beautiful property
"('restaurant', 'il')",3,restaurant il
"('night', 'we')",3,night we
"('each', 'time')",3,each time
"('arrival', 'we')",3,arrival we
"('and', 'of')",3,and of
"('everything', 'we')",3,everything we
"('v', 'good')",3,v good
"('that', 'said')",3,that said
"('their', 'michelin')",3,their michelin
"('hotel', 'were')",3,hotel were
"('amazing', 'views')",3,amazing views
"('to', 'try')",3,to try
"('the', 'steam')",3,the steam
"('are', 'not')",3,are not
"('for', 'dinner')",3,for dinner
"('which', 'they')",3,which they
"('lights', 'and')",3,lights and
"('so', 'the')",3,so the
"('staff', 'of')",3,staff of
"('we', 'took')",3,we took
"('is', 'lovely')",3,is lovely
"('was', 'such')",3,was such
"('would', 'not')",3,would not
"('difficult', 'to')",3,difficult to
"('would', 'want')",3,would want
"('should', 'be')",3,should be
"('you', 'would')",3,you would
"('stayed', 'for')",3,stayed for
"('last', 'day')",3,last day
"('as', 'the')",3,as the
"('drawers', 'for')",3,drawers for
"('bed', 'is')",3,bed is
"('but', 'this')",3,but this
"('and', 'went')",3,and went
"('make', 'sure')",3,make sure
"('stayed', '4')",3,stayed 4
"('4', 'nights')",3,4 nights
"('sure', 'we')",3,sure we
"('friendly', 'helpful')",3,friendly helpful
"('then', 'there')",3,then there
"('michelin', 'starred')",3,michelin starred
"('i', 'asked')",3,i asked
"('then', 'i')",3,then i
"('made', 'the')",3,made the
"('very', 'disappointing')",3,very disappointing
"('you', 'must')",3,you must
"('so', 'you')",3,so you
"('4', 'days')",3,4 days
"('rude', 'and')",3,rude and
"('of', 'wine')",3,of wine
"('for', 'breakfast')",3,for breakfast
"('star', 'the')",3,star the
"('is', 'no')",3,is no
"('nice', 'the')",3,nice the
"('breakfast', 'with')",3,breakfast with
"('liked', 'the')",3,liked the
"('location', 'great')",3,location great
"('bar', 'area')",3,bar area
"('no', 'complaint')",3,no complaint
"('complaint', 'there')",3,complaint there
"('one', 'day')",3,one day
"('naples', 'our')",3,naples our
"('only', 'thing')",3,only thing
"('seen', 'in')",3,seen in
"('with', 'an')",3,with an
"('are', 'the')",3,are the
"('the', 'beds')",3,the beds
"('beds', 'are')",3,beds are
"('with', 'lots')",3,with lots
"('back', 'soon')",3,back soon
"('overlooking', 'the')",3,overlooking the
"('were', 'a')",3,were a
"('a', '2')",3,a 2
"('really', 'good')",3,really good
"('views', 'and')",3,views and
"('and', 'breakfast')",3,and breakfast
"('great', 'recommendations')",3,great recommendations
"('good', 'the')",3,good the
"('is', 'good')",3,is good
"('2', 'nights')",3,2 nights
"('restaurant', 'for')",3,restaurant for
"('enjoyed', 'our')",3,enjoyed our
"('he', 'was')",3,he was
"('ate', 'in')",3,ate in
"('happy', 'to')",3,happy to
"('was', 'incredibly')",3,was incredibly
"('and', 'with')",3,and with
"('being', 'able')",3,being able
"('spa', 'facilities')",3,spa facilities
"('a', 'huge')",3,a huge
"('with', 'this')",3,with this
"('our', 'needs')",3,our needs
"('great', 'restaurants')",3,great restaurants
"('a', 'one')",3,a one
"('no', 'service')",3,no service
"('reception', 'staff')",3,reception staff
"('the', 'lighting')",3,the lighting
"('big', 'but')",3,big but
"('i', 'believe')",3,i believe
"('to', 'accommodate')",3,to accommodate
"('to', 'charge')",3,to charge
"('naples', 'in')",3,naples in
"('design', 'and')",3,design and
"('quality', 'and')",3,quality and
"('high', 'quality')",3,high quality
"('and', 'as')",3,and as
"('visit', 'to')",3,visit to
"('we', 'decided')",3,we decided
"('comfortable', 'bed')",3,comfortable bed
"('most', 'comfortable')",3,most comfortable
"('experience', 'from')",3,experience from
"('the', 'bathrooms')",3,the bathrooms
"('they', 'have')",3,they have
"('with', 'nice')",3,with nice
"('whole', 'room')",3,whole room
"('types', 'of')",3,types of
"('extremely', 'helpful')",3,extremely helpful
"('them', 'the')",3,them the
"('restaurant', 'staff')",3,restaurant staff
"('a', 'dream')",3,a dream
"('of', 'chocolates')",3,of chocolates
"('moment', 'we')",3,moment we
"('all', 'around')",3,all around
"('restaurant', 'or')",3,restaurant or
"('us', 'a')",3,us a
"('5', 'start')",3,5 start
"('30', 'am')",3,30 am
"('extremely', 'nice')",3,extremely nice
"('helpful', 'attentive')",3,helpful attentive
"('visiting', 'the')",3,visiting the
"('location', 'we')",3,location we
"('the', 'night')",3,the night
"('a', 'corner')",3,a corner
"('figure', 'out')",3,figure out
"('not', 'great')",3,not great
"('as', 'you')",3,as you
"('to', 'figure')",3,to figure
"('could', 'be')",3,could be
"('an', 'easy')",3,an easy
"('all', 'our')",3,all our
"('t', 'say')",3,t say
"('were', 'beautiful')",3,were beautiful
"('room', 'in')",3,room in
"('you', 'for')",3,you for
"('within', 'a')",3,within a
"('night', 'on')",3,night on
"('i', 'arrived')",3,i arrived
"('the', 'the')",3,the the
"('appointed', 'and')",3,appointed and
"('and', 'spacious')",3,and spacious
"('in', 'fact')",3,in fact
"('the', 'road')",3,the road
"('great', 'place')",3,great place
"('if', 'they')",3,if they
"('or', 'the')",3,or the
"('nice', 'hotel')",3,nice hotel
"('good', 'restaurants')",3,good restaurants
"('hotel', 'of')",3,hotel of
"('you', 'need')",3,you need
"('hotel', 'service')",3,hotel service
"('run', 'down')",3,run down
"('historic', 'sites')",3,historic sites
"('but', 'on')",3,but on
"('spanish', 'quarter')",3,spanish quarter
"('and', 'efficient')",3,and efficient
"('are', 'clean')",3,are clean
"('clean', 'the')",3,clean the
"('breakfast', 'or')",3,breakfast or
"('suite', 'with')",3,suite with
"('water', 'pressure')",3,water pressure
"('i', 'loved')",3,i loved
"('about', 'a')",3,about a
"('city', 'the')",3,city the
"('in', 'shower')",3,in shower
"('modern', 'the')",3,modern the
"('the', 'spanish')",3,the spanish
"('that', 'was')",3,that was
"('it', 'offers')",3,it offers
"('was', 'conveniently')",3,was conveniently
"('worth', 'the')",3,worth the
